ProductID,ProductName,Category,SubCategory,Brand,MRP
7329,A,Home & Kitchen,Premium,Apple,64637
7330,Quam,Home & Kitchen,Premium,Reliance,51194
7331,Hic,Electronics,Premium,Apple,40912
7332,Odit,Fashion,Standard,Reliance,29878
7333,A,Fashion,Premium,Nike,27125
7334,Voluptate,Sports,Premium,Local,45923
7335,Eaque,Home & Kitchen,Standard,Nike,64447
7336,Dignissimos,Electronics,Premium,Reliance,62223
7337,Fuga,Fashion,Premium,Tata,1874
7338,Officiis,Fashion,Budget,Puma,45170
7339,Et,Fashion,Standard,Reliance,74985
7340,Beatae,Beauty,Premium,Samsung,560
7341,Laboriosam,Beauty,Budget,Tata,31387
7342,Libero,Grocery,Standard,Reliance,60486
7343,Repudiandae,Home & Kitchen,Standard,Nike,10441
7344,Totam,Electronics,Premium,Apple,17558
7345,Alias,Home & Kitchen,Budget,Reliance,10114
7346,Sint,Grocery,Premium,Tata,31087
7347,Cum,Home & Kitchen,Budget,Local,72246
7348,Laborum,Beauty,Budget,Tata,51162
7349,Eos,Fashion,Premium,Nike,73442
7350,Illo,Fashion,Budget,Samsung,8483
7351,Quidem,Fashion,Standard,Samsung,5841
7352,Ab,Grocery,Premium,Local,76968
7353,Quibusdam,Fashion,Budget,Apple,59359
7354,Eaque,Fashion,Premium,Nike,65932
7355,Debitis,Beauty,Budget,Nike,40581
7356,Laborum,Fashion,Budget,Nike,31158
7357,Quidem,Sports,Budget,Local,31980
7358,Nihil,Electronics,Budget,Samsung,64659
7359,Quaerat,Grocery,Budget,Reliance,55918
7360,Explicabo,Home & Kitchen,Premium,Samsung,78742
7361,Sint,Electronics,Premium,Local,13915
7362,Doloremque,Home & Kitchen,Budget,Local,23560
7363,Totam,Sports,Standard,Puma,64923
7364,Sint,Home & Kitchen,Budget,Local,41193
7365,Molestiae,Home & Kitchen,Premium,Puma,24720
7366,Vel,Fashion,Premium,Puma,62076
7367,Numquam,Grocery,Premium,Nike,33259
7368,Ullam,Beauty,Standard,Apple,76480
7369,Quidem,Sports,Standard,Puma,58256
7370,Incidunt,Beauty,Standard,Reliance,72261
7371,Rem,Grocery,Premium,Puma,11458
7372,Fugit,Electronics,Premium,Puma,26580
7373,Aspernatur,Grocery,Premium,Reliance,37125
7374,Sint,Home & Kitchen,Premium,Local,47222
7375,Voluptas,Beauty,Budget,Samsung,1588
7376,Quas,Fashion,Standard,Apple,37957
7377,Esse,Beauty,Budget,Tata,6015
7378,Voluptas,Sports,Standard,Puma,10206
7379,Ea,Beauty,Budget,Samsung,2491
7380,Sint,Home & Kitchen,Budget,Reliance,72011
7381,Suscipit,Home & Kitchen,Budget,Apple,62407
7382,Iste,Beauty,Premium,Samsung,44662
7383,Doloribus,Beauty,Budget,Puma,78337
7384,Laudantium,Electronics,Premium,Puma,16109
7385,Nobis,Home & Kitchen,Premium,Apple,70958
7386,Laborum,Sports,Budget,Local,11601
7387,Fugiat,Electronics,Premium,Tata,63569
7388,Maiores,Electronics,Budget,Samsung,61508
7389,Nam,Fashion,Standard,Puma,9967
7390,Nobis,Electronics,Standard,Nike,73453
7391,Velit,Home & Kitchen,Premium,Samsung,64734
7392,Veritatis,Sports,Budget,Samsung,23267
7393,Hic,Home & Kitchen,Premium,Local,27632
7394,Laborum,Beauty,Budget,Local,29074
7395,Cum,Electronics,Budget,Puma,77565
7396,Harum,Fashion,Premium,Nike,47378
7397,Dolorum,Grocery,Premium,Local,72283
7398,Enim,Sports,Premium,Apple,71263
7399,Recusandae,Beauty,Budget,Samsung,67045
7400,Quas,Beauty,Premium,Apple,7287
7401,Nisi,Fashion,Premium,Local,77096
7402,Est,Home & Kitchen,Budget,Puma,19727
7403,In,Fashion,Budget,Apple,6323
7404,Esse,Sports,Standard,Samsung,60343
7405,Repellendus,Fashion,Premium,Puma,75097
7406,Ratione,Sports,Standard,Samsung,17559
7407,Soluta,Home & Kitchen,Budget,Reliance,68629
7408,Facilis,Beauty,Standard,Reliance,17883
7409,Commodi,Home & Kitchen,Premium,Nike,64550
7410,Quibusdam,Grocery,Premium,Apple,55062
7411,Fugiat,Sports,Standard,Tata,2531
7412,Repellat,Electronics,Premium,Reliance,39565
7413,Ipsum,Home & Kitchen,Premium,Samsung,39133
7414,Assumenda,Grocery,Premium,Apple,40714
7415,Autem,Fashion,Budget,Nike,51052
7416,Asperiores,Grocery,Premium,Puma,43391
7417,Consectetur,Electronics,Budget,Local,6249
7418,Accusantium,Beauty,Budget,Tata,37200
7419,Ut,Fashion,Budget,Local,34743
7420,Hic,Grocery,Standard,Tata,62950
7421,Occaecati,Beauty,Premium,Nike,4187
7422,Sunt,Grocery,Standard,Nike,60583
7423,Pariatur,Beauty,Budget,Samsung,29295
7424,Facere,Grocery,Budget,Tata,50875
7425,Quae,Grocery,Premium,Tata,22811
7426,Deleniti,Fashion,Budget,Reliance,19250
7427,Deserunt,Fashion,Premium,Apple,44681
7428,Minus,Sports,Standard,Puma,66574
7429,Totam,Fashion,Budget,Reliance,78153
7430,Et,Grocery,Budget,Apple,39875
7431,Architecto,Fashion,Standard,Local,22924
7432,Explicabo,Grocery,Standard,Apple,69234
7433,Officiis,Electronics,Budget,Nike,50889
7434,Ratione,Grocery,Premium,Nike,68654
7435,Possimus,Grocery,Budget,Puma,38933
7436,Ducimus,Grocery,Premium,Samsung,73915
7437,Id,Sports,Budget,Nike,46988
7438,Totam,Beauty,Premium,Samsung,35433
7439,Earum,Fashion,Standard,Apple,14264
7440,Ad,Grocery,Premium,Puma,21267
7441,Totam,Home & Kitchen,Premium,Samsung,76453
7442,Quia,Sports,Standard,Reliance,78946
7443,Accusantium,Fashion,Standard,Puma,1062
7444,Facilis,Fashion,Premium,Samsung,66896
7445,Tempore,Fashion,Standard,Samsung,69885
7446,Totam,Fashion,Standard,Local,31723
7447,Eius,Sports,Premium,Samsung,6439
7448,Voluptate,Beauty,Budget,Tata,23676
7449,Consequatur,Home & Kitchen,Premium,Puma,45571
7450,Repellat,Sports,Standard,Local,38060
7451,Expedita,Home & Kitchen,Premium,Local,76370
7452,Architecto,Grocery,Budget,Local,69630
7453,Perspiciatis,Home & Kitchen,Premium,Apple,41242
7454,Odit,Sports,Standard,Tata,17141
7455,Ratione,Home & Kitchen,Standard,Puma,78280
7456,Ratione,Sports,Premium,Samsung,24433
7457,Blanditiis,Beauty,Standard,Tata,78046
7458,Sint,Electronics,Standard,Puma,53828
7459,Neque,Home & Kitchen,Premium,Puma,73222
7460,Laboriosam,Home & Kitchen,Premium,Puma,79321
7461,Sunt,Grocery,Standard,Samsung,52221
7462,Dolor,Electronics,Budget,Puma,77789
7463,Et,Beauty,Budget,Nike,47163
7464,Fugit,Grocery,Standard,Puma,42750
7465,Error,Electronics,Standard,Reliance,59374
7466,Unde,Beauty,Standard,Puma,49182
7467,Corrupti,Sports,Budget,Tata,57599
7468,Molestiae,Fashion,Standard,Samsung,41788
7469,Quae,Home & Kitchen,Premium,Apple,72992
7470,Qui,Home & Kitchen,Premium,Tata,61747
7471,Nisi,Beauty,Premium,Local,8335
7472,Vel,Fashion,Budget,Local,21562
7473,Inventore,Grocery,Premium,Samsung,70324
7474,Praesentium,Grocery,Budget,Tata,16400
7475,Beatae,Fashion,Standard,Nike,23385
7476,Fuga,Grocery,Budget,Local,51704
7477,Quod,Fashion,Standard,Reliance,25150
7478,Repellendus,Electronics,Budget,Local,11903
7479,Cum,Beauty,Standard,Apple,29487
7480,Fugit,Home & Kitchen,Premium,Local,73613
7481,Officia,Home & Kitchen,Standard,Tata,68173
7482,Quo,Beauty,Standard,Samsung,32286
7483,Sapiente,Fashion,Premium,Nike,2192
7484,Esse,Sports,Budget,Local,57639
7485,Sed,Home & Kitchen,Budget,Puma,59488
7486,Mollitia,Sports,Premium,Puma,19723
7487,Quam,Electronics,Standard,Apple,78220
7488,Tempore,Electronics,Standard,Local,40603
7489,Qui,Electronics,Standard,Samsung,75808
7490,Repellendus,Beauty,Budget,Tata,66617
7491,Molestias,Fashion,Budget,Reliance,25344
7492,Eum,Grocery,Standard,Nike,25665
7493,Repudiandae,Beauty,Standard,Reliance,15796
7494,Vero,Electronics,Standard,Tata,46379
7495,Enim,Grocery,Budget,Tata,42197
7496,Quis,Beauty,Premium,Samsung,11637
7497,Eaque,Fashion,Budget,Apple,34076
7498,Perferendis,Sports,Standard,Nike,22775
7499,Dolorum,Fashion,Premium,Samsung,18339
7500,Enim,Fashion,Budget,Puma,28876
7501,Laudantium,Beauty,Budget,Apple,64497
7502,Commodi,Fashion,Standard,Tata,68541
7503,Blanditiis,Electronics,Premium,Tata,17484
7504,Nulla,Beauty,Premium,Local,32852
7505,Commodi,Grocery,Standard,Tata,44831
7506,Omnis,Sports,Premium,Local,58603
7507,Nostrum,Sports,Budget,Puma,3909
7508,Et,Home & Kitchen,Premium,Apple,10012
7509,Cumque,Home & Kitchen,Premium,Tata,44634
7510,Voluptatibus,Electronics,Budget,Reliance,12602
7511,Voluptates,Electronics,Budget,Puma,72617
7512,Soluta,Grocery,Budget,Apple,43618
7513,Eum,Beauty,Standard,Tata,11667
7514,Odio,Electronics,Budget,Local,49259
7515,Corrupti,Sports,Standard,Apple,51523
7516,Aut,Home & Kitchen,Premium,Local,16899
7517,Illo,Beauty,Budget,Samsung,460
7518,Dolorem,Grocery,Premium,Apple,62944
7519,Beatae,Sports,Standard,Nike,52991
7520,Debitis,Electronics,Premium,Local,71233
7521,Perspiciatis,Sports,Standard,Nike,29357
7522,Corrupti,Home & Kitchen,Premium,Tata,13835
7523,Ea,Fashion,Premium,Samsung,20652
7524,Eligendi,Electronics,Standard,Tata,48829
7525,Debitis,Sports,Budget,Local,14860
7526,Sequi,Fashion,Premium,Nike,27789
7527,Ipsa,Beauty,Budget,Puma,30985
7528,Expedita,Beauty,Budget,Reliance,54825
7529,Ea,Grocery,Standard,Reliance,40965
7530,Voluptas,Sports,Premium,Samsung,23231
7531,Facere,Electronics,Budget,Nike,14482
7532,Quod,Beauty,Standard,Tata,5893
7533,Ad,Electronics,Standard,Reliance,70592
7534,Dolorum,Home & Kitchen,Budget,Local,13474
7535,Explicabo,Home & Kitchen,Budget,Samsung,68517
7536,Necessitatibus,Sports,Budget,Nike,28698
7537,Autem,Home & Kitchen,Standard,Nike,26647
7538,Excepturi,Electronics,Premium,Tata,48878
7539,Impedit,Grocery,Budget,Reliance,79691
7540,Harum,Grocery,Budget,Samsung,16223
7541,Natus,Beauty,Premium,Samsung,57673
7542,Recusandae,Sports,Premium,Nike,55610
7543,Amet,Home & Kitchen,Premium,Samsung,68917
7544,Nihil,Fashion,Budget,Nike,65812
7545,Sint,Beauty,Budget,Local,75546
7546,Est,Grocery,Premium,Reliance,5987
7547,Velit,Electronics,Budget,Apple,79407
7548,Placeat,Fashion,Premium,Tata,7708
7549,Perferendis,Fashion,Premium,Puma,63948
7550,Nihil,Beauty,Standard,Reliance,70901
7551,Quasi,Fashion,Budget,Puma,71795
7552,Eius,Beauty,Premium,Apple,34778
7553,Sed,Fashion,Premium,Reliance,53373
7554,Corrupti,Electronics,Budget,Samsung,17255
7555,Nostrum,Home & Kitchen,Premium,Nike,66782
7556,Odit,Fashion,Budget,Tata,49718
7557,Provident,Electronics,Standard,Reliance,72570
7558,Praesentium,Home & Kitchen,Standard,Tata,68254
7559,Iure,Electronics,Premium,Puma,43887
7560,Dolor,Home & Kitchen,Budget,Puma,43970
7561,Quod,Fashion,Budget,Local,27854
7562,Veniam,Home & Kitchen,Premium,Apple,21886
7563,Fuga,Sports,Budget,Local,31295
7564,Minus,Beauty,Budget,Puma,6943
7565,Repellat,Home & Kitchen,Premium,Local,14016
7566,Molestias,Fashion,Budget,Nike,77050
7567,Nihil,Beauty,Standard,Samsung,23417
7568,Ab,Sports,Standard,Puma,18010
7569,Error,Beauty,Standard,Local,19011
7570,Illum,Sports,Budget,Reliance,69379
7571,Debitis,Home & Kitchen,Standard,Local,37953
7572,Non,Electronics,Premium,Samsung,10806
7573,Error,Electronics,Standard,Reliance,46045
7574,Officia,Beauty,Budget,Local,52477
7575,Reiciendis,Electronics,Budget,Nike,13087
7576,Recusandae,Home & Kitchen,Budget,Tata,76819
7577,Harum,Sports,Standard,Puma,72391
7578,Laboriosam,Home & Kitchen,Premium,Local,57769
7579,Similique,Beauty,Budget,Nike,39188
7580,Nobis,Beauty,Budget,Reliance,53587
7581,Sed,Electronics,Premium,Puma,13366
7582,Ullam,Electronics,Standard,Tata,63410
7583,Rem,Fashion,Standard,Tata,46517
7584,Eum,Grocery,Standard,Samsung,13218
7585,Laudantium,Grocery,Budget,Puma,13589
7586,Voluptates,Electronics,Budget,Samsung,27709
7587,Alias,Beauty,Standard,Reliance,17171
7588,Possimus,Fashion,Standard,Nike,3531
7589,Veniam,Electronics,Premium,Tata,71287
7590,Veniam,Fashion,Budget,Samsung,77846
7591,Eius,Grocery,Standard,Reliance,29782
7592,Facilis,Grocery,Premium,Reliance,22104
7593,Id,Electronics,Budget,Nike,3625
7594,Fugiat,Electronics,Budget,Samsung,77857
7595,Deserunt,Fashion,Standard,Tata,59768
7596,Beatae,Electronics,Premium,Apple,36663
7597,Fugiat,Home & Kitchen,Premium,Reliance,58461
7598,Facilis,Electronics,Standard,Nike,26353
7599,Repudiandae,Grocery,Budget,Nike,75730
7600,Veritatis,Grocery,Premium,Tata,11457
7601,Quisquam,Fashion,Standard,Puma,44203
7602,Enim,Electronics,Budget,Reliance,18470
7603,Inventore,Grocery,Standard,Tata,11370
7604,Animi,Home & Kitchen,Standard,Apple,67255
7605,Incidunt,Beauty,Premium,Local,3798
7606,Ipsum,Electronics,Premium,Puma,29070
7607,Magni,Home & Kitchen,Standard,Puma,31983
7608,Modi,Home & Kitchen,Premium,Samsung,26300
7609,Maxime,Fashion,Premium,Nike,40337
7610,Reprehenderit,Sports,Standard,Samsung,60793
7611,Distinctio,Sports,Standard,Local,30930
7612,Eaque,Fashion,Standard,Apple,40687
7613,Non,Fashion,Standard,Puma,51101
7614,Sint,Beauty,Budget,Apple,23146
7615,Beatae,Grocery,Standard,Local,1426
7616,Adipisci,Fashion,Standard,Reliance,24364
7617,Vitae,Home & Kitchen,Standard,Tata,67480
7618,Nisi,Beauty,Premium,Local,1956
7619,Recusandae,Electronics,Premium,Samsung,78421
7620,Ab,Grocery,Premium,Reliance,32809
7621,Consequuntur,Home & Kitchen,Standard,Local,15771
7622,Eaque,Fashion,Standard,Nike,45629
7623,Doloremque,Beauty,Budget,Puma,67818
7624,Modi,Sports,Standard,Tata,29243
7625,Magnam,Beauty,Budget,Nike,44301
7626,Numquam,Sports,Premium,Reliance,75571
7627,Quam,Electronics,Budget,Reliance,3022
7628,Nostrum,Grocery,Premium,Reliance,53282
7629,Officiis,Electronics,Premium,Puma,44219
7630,Exercitationem,Grocery,Budget,Samsung,74741
7631,Molestiae,Electronics,Budget,Puma,22040
7632,Maxime,Home & Kitchen,Standard,Tata,9348
7633,Nemo,Grocery,Budget,Apple,57774
7634,Repellat,Home & Kitchen,Standard,Puma,58172
7635,Eveniet,Home & Kitchen,Standard,Samsung,55401
7636,Consequuntur,Fashion,Budget,Local,5997
7637,Inventore,Sports,Budget,Nike,8386
7638,Fuga,Sports,Premium,Apple,35344
7639,Culpa,Grocery,Premium,Tata,76840
7640,Natus,Beauty,Standard,Samsung,51852
7641,Laborum,Fashion,Standard,Reliance,15909
7642,Perspiciatis,Sports,Premium,Local,30870
7643,Eius,Fashion,Standard,Local,32693
7644,Ab,Home & Kitchen,Premium,Puma,3861
7645,A,Grocery,Standard,Puma,70186
7646,Ratione,Home & Kitchen,Premium,Tata,10574
7647,Laboriosam,Electronics,Premium,Puma,62971
7648,Blanditiis,Electronics,Budget,Samsung,73804
7649,Quae,Beauty,Standard,Local,43066
7650,Veritatis,Grocery,Budget,Tata,63976
7651,Labore,Home & Kitchen,Budget,Samsung,64705
7652,At,Home & Kitchen,Budget,Puma,46001
7653,Vitae,Home & Kitchen,Standard,Nike,42944
7654,Ex,Fashion,Budget,Samsung,54012
7655,Odit,Electronics,Premium,Reliance,51350
7656,Odio,Sports,Premium,Reliance,3862
7657,Quod,Sports,Standard,Samsung,827
7658,Aut,Grocery,Budget,Apple,33872
7659,Perferendis,Beauty,Budget,Puma,51859
7660,Est,Sports,Budget,Local,69004
7661,Velit,Fashion,Premium,Local,18794
7662,Ad,Beauty,Premium,Samsung,33718
7663,Quo,Home & Kitchen,Budget,Local,8261
7664,Aut,Sports,Standard,Apple,58087
7665,Eveniet,Fashion,Budget,Tata,21396
7666,Laudantium,Home & Kitchen,Standard,Local,28105
7667,Dolorum,Sports,Budget,Puma,10394
7668,Excepturi,Home & Kitchen,Premium,Samsung,14389
7669,Hic,Electronics,Standard,Apple,11442
7670,Dolore,Beauty,Premium,Local,62651
7671,Nihil,Home & Kitchen,Budget,Samsung,78416
7672,Nulla,Grocery,Premium,Apple,4222
7673,Iure,Sports,Budget,Local,52705
7674,Consectetur,Home & Kitchen,Premium,Puma,17007
7675,Cumque,Beauty,Premium,Reliance,8121
7676,Amet,Beauty,Budget,Tata,23812
7677,Aliquam,Grocery,Premium,Local,52314
7678,Magnam,Grocery,Budget,Nike,78857
7679,Et,Electronics,Premium,Samsung,31405
7680,Delectus,Beauty,Standard,Local,742
7681,Eveniet,Sports,Standard,Samsung,5731
7682,Repellat,Electronics,Premium,Local,21459
7683,A,Grocery,Premium,Samsung,38994
7684,Ipsam,Grocery,Budget,Puma,72772
7685,Ratione,Fashion,Standard,Samsung,43155
7686,Quasi,Home & Kitchen,Standard,Tata,69002
7687,Quae,Electronics,Premium,Tata,73516
7688,Ipsa,Fashion,Budget,Apple,17958
7689,Saepe,Fashion,Budget,Tata,15412
7690,Inventore,Fashion,Budget,Puma,56299
7691,Quibusdam,Sports,Budget,Nike,57401
7692,Magni,Grocery,Standard,Apple,46114
7693,Deserunt,Fashion,Standard,Nike,22281
7694,Corporis,Home & Kitchen,Premium,Apple,18947
7695,Dolorem,Fashion,Premium,Reliance,68034
7696,Ducimus,Beauty,Budget,Nike,68252
7697,Perferendis,Sports,Budget,Local,23127
7698,Earum,Fashion,Standard,Local,49172
7699,Labore,Grocery,Premium,Puma,39898
7700,Fugiat,Grocery,Standard,Nike,56114
7701,Iste,Beauty,Budget,Puma,65546
7702,Porro,Beauty,Budget,Tata,74670
7703,Repellat,Beauty,Standard,Apple,2505
7704,Fugiat,Grocery,Premium,Puma,42658
7705,In,Home & Kitchen,Budget,Apple,73211
7706,Fugiat,Fashion,Standard,Local,14951
7707,Molestias,Sports,Premium,Apple,35205
7708,Incidunt,Beauty,Premium,Local,1837
7709,Asperiores,Fashion,Standard,Local,32164
7710,Explicabo,Sports,Premium,Local,17929
7711,Vero,Fashion,Standard,Samsung,43704
7712,Soluta,Sports,Premium,Reliance,2224
7713,Tempore,Sports,Budget,Apple,47654
7714,Quibusdam,Electronics,Budget,Samsung,69173
7715,Nam,Fashion,Budget,Reliance,48591
7716,Vel,Electronics,Budget,Apple,46387
7717,Laboriosam,Grocery,Budget,Puma,53985
7718,Nam,Fashion,Premium,Apple,10734
7719,Corrupti,Home & Kitchen,Premium,Reliance,8864
7720,Harum,Sports,Standard,Reliance,11000
7721,Iusto,Fashion,Budget,Tata,69012
7722,Accusamus,Home & Kitchen,Standard,Local,75158
7723,Quam,Grocery,Premium,Reliance,78376
7724,Aliquam,Beauty,Standard,Apple,16406
7725,Id,Grocery,Standard,Reliance,1027
7726,Quos,Sports,Premium,Nike,43090
7727,Aliquam,Sports,Standard,Nike,61017
7728,Odit,Grocery,Budget,Nike,58523
7729,Dolores,Beauty,Standard,Reliance,3392
7730,Fuga,Home & Kitchen,Standard,Puma,69506
7731,Debitis,Beauty,Budget,Tata,31240
7732,Assumenda,Electronics,Standard,Reliance,7130
7733,Cumque,Electronics,Premium,Apple,18499
7734,Cumque,Grocery,Budget,Samsung,59082
7735,Unde,Sports,Budget,Samsung,56939
7736,Assumenda,Grocery,Standard,Puma,3706
7737,Quos,Fashion,Premium,Samsung,38138
7738,Rerum,Grocery,Budget,Puma,2138
7739,Fugiat,Fashion,Standard,Puma,53819
7740,A,Beauty,Standard,Samsung,79559
7741,Reiciendis,Sports,Standard,Reliance,17711
7742,Aperiam,Sports,Standard,Apple,46872
7743,Deleniti,Beauty,Premium,Reliance,55435
7744,Consequatur,Electronics,Premium,Reliance,67519
7745,Aliquam,Electronics,Premium,Puma,73945
7746,Ut,Electronics,Standard,Apple,73551
7747,Eveniet,Grocery,Premium,Apple,36376
7748,Sit,Fashion,Premium,Puma,8655
7749,Commodi,Beauty,Standard,Puma,16881
7750,Error,Beauty,Premium,Tata,20701
7751,Id,Sports,Budget,Apple,37642
7752,Veniam,Home & Kitchen,Premium,Local,67415
7753,Architecto,Beauty,Premium,Samsung,14350
7754,Optio,Electronics,Premium,Puma,34246
7755,Sapiente,Grocery,Budget,Local,28610
7756,Similique,Grocery,Budget,Samsung,31998
7757,Sint,Home & Kitchen,Budget,Nike,25909
7758,Fugit,Beauty,Budget,Apple,29970
7759,Est,Grocery,Budget,Reliance,17330
7760,Voluptatem,Sports,Budget,Apple,3703
7761,Aliquam,Home & Kitchen,Standard,Reliance,20288
7762,Esse,Home & Kitchen,Premium,Nike,43722
7763,Ratione,Fashion,Budget,Samsung,58977
7764,Consequuntur,Fashion,Standard,Samsung,60558
7765,Quod,Sports,Budget,Samsung,19232
7766,Illo,Home & Kitchen,Standard,Puma,54875
7767,Nostrum,Beauty,Budget,Local,54206
7768,Rem,Sports,Standard,Samsung,21493
7769,Voluptatum,Beauty,Premium,Reliance,76612
7770,Culpa,Grocery,Premium,Tata,14165
7771,Deleniti,Grocery,Budget,Puma,44703
7772,Est,Electronics,Budget,Samsung,63295
7773,At,Electronics,Budget,Nike,37996
7774,Cumque,Electronics,Standard,Local,48556
7775,Dolore,Beauty,Premium,Tata,75048
7776,Repellat,Beauty,Premium,Samsung,69147
7777,Rem,Home & Kitchen,Budget,Samsung,31679
7778,Dolore,Home & Kitchen,Standard,Tata,62827
7779,Magni,Grocery,Standard,Nike,32907
7780,Temporibus,Grocery,Budget,Nike,5629
7781,Pariatur,Electronics,Premium,Local,8117
7782,Eaque,Home & Kitchen,Premium,Puma,71545
7783,Porro,Home & Kitchen,Standard,Reliance,59368
7784,Tempora,Sports,Standard,Reliance,25374
7785,Ipsam,Electronics,Standard,Apple,79757
7786,Odit,Fashion,Budget,Apple,9422
7787,Dolores,Beauty,Budget,Local,79788
7788,Voluptatem,Sports,Budget,Reliance,50556
7789,Voluptates,Grocery,Budget,Samsung,408
7790,Unde,Grocery,Budget,Tata,63574
7791,Ullam,Sports,Standard,Samsung,37614
7792,Labore,Beauty,Budget,Nike,29619
7793,Officiis,Beauty,Standard,Tata,73151
7794,Nihil,Electronics,Standard,Local,52145
7795,Cum,Sports,Standard,Local,79569
7796,Saepe,Home & Kitchen,Budget,Tata,37757
7797,Mollitia,Home & Kitchen,Budget,Local,78338
7798,Totam,Beauty,Budget,Reliance,74354
7799,Ullam,Home & Kitchen,Standard,Apple,40218
7800,Nam,Beauty,Budget,Nike,78406
7801,Rerum,Beauty,Premium,Tata,67323
7802,Explicabo,Home & Kitchen,Premium,Nike,30665
7803,Inventore,Beauty,Budget,Apple,10671
7804,Molestias,Home & Kitchen,Premium,Reliance,70735
7805,Magnam,Electronics,Premium,Puma,50167
7806,Ipsa,Sports,Standard,Tata,65913
7807,Modi,Sports,Premium,Puma,21046
7808,Voluptate,Beauty,Budget,Nike,43734
7809,Nostrum,Grocery,Standard,Reliance,44191
7810,A,Electronics,Standard,Local,68786
7811,Voluptates,Fashion,Premium,Tata,58020
7812,Consectetur,Fashion,Standard,Puma,73520
7813,Hic,Beauty,Premium,Reliance,60454
7814,Non,Beauty,Standard,Local,55242
7815,Laborum,Grocery,Premium,Local,35381
7816,Reiciendis,Sports,Budget,Tata,73657
7817,Voluptates,Electronics,Standard,Tata,22438
7818,Ullam,Electronics,Standard,Nike,66415
7819,Quidem,Beauty,Standard,Samsung,6672
7820,Voluptatum,Electronics,Standard,Samsung,78341
7821,Fuga,Grocery,Premium,Samsung,65037
7822,Reiciendis,Grocery,Premium,Reliance,2999
7823,In,Beauty,Standard,Reliance,25626
7824,Vero,Fashion,Premium,Apple,52662
7825,Sequi,Grocery,Budget,Samsung,40058
7826,Nesciunt,Home & Kitchen,Premium,Local,2018
7827,Id,Beauty,Premium,Nike,47115
7828,Quibusdam,Home & Kitchen,Premium,Puma,51427
7829,Ipsa,Beauty,Premium,Local,34892
7830,Sequi,Grocery,Premium,Nike,48173
7831,Doloremque,Sports,Premium,Nike,19571
7832,Vel,Beauty,Budget,Samsung,33514
7833,Unde,Grocery,Budget,Tata,37620
7834,Nisi,Fashion,Premium,Local,54257
7835,Libero,Electronics,Standard,Tata,11715
7836,Cumque,Beauty,Premium,Reliance,64615
7837,Sapiente,Electronics,Premium,Apple,30390
7838,At,Electronics,Standard,Reliance,2814
7839,Inventore,Beauty,Premium,Reliance,57286
7840,Harum,Fashion,Premium,Puma,55508
7841,Molestiae,Home & Kitchen,Premium,Apple,45569
7842,Dolor,Home & Kitchen,Budget,Nike,78475
7843,Fugit,Beauty,Premium,Apple,46656
7844,Asperiores,Beauty,Premium,Reliance,13588
7845,Vero,Beauty,Premium,Local,79131
7846,Unde,Home & Kitchen,Premium,Puma,27925
7847,Sequi,Grocery,Budget,Local,58913
7848,Maxime,Fashion,Budget,Samsung,29285
7849,Consectetur,Home & Kitchen,Budget,Local,78917
7850,Nihil,Beauty,Budget,Tata,55690
7851,Voluptas,Electronics,Premium,Samsung,78751
7852,Mollitia,Beauty,Standard,Nike,53983
7853,Nihil,Grocery,Standard,Samsung,15117
7854,Minima,Electronics,Standard,Reliance,53015
7855,Porro,Home & Kitchen,Premium,Reliance,23944
7856,Maxime,Fashion,Budget,Nike,12106
7857,Eveniet,Fashion,Standard,Samsung,7872
7858,Dolorem,Grocery,Budget,Apple,57824
7859,Deleniti,Sports,Premium,Nike,18704
7860,Vel,Grocery,Premium,Tata,5568
7861,Magnam,Fashion,Standard,Local,48364
7862,Suscipit,Grocery,Standard,Nike,41678
7863,Perspiciatis,Electronics,Budget,Apple,13696
7864,Itaque,Beauty,Standard,Reliance,7360
7865,Tenetur,Electronics,Standard,Tata,51152
7866,Doloribus,Beauty,Premium,Nike,2233
7867,Illum,Beauty,Premium,Puma,72963
7868,Quisquam,Beauty,Premium,Apple,26725
7869,Fugiat,Fashion,Standard,Local,35797
7870,Vero,Grocery,Budget,Puma,52015
7871,Fugit,Grocery,Standard,Samsung,13386
7872,Unde,Sports,Standard,Puma,73859
7873,Sequi,Beauty,Standard,Local,40380
7874,Ex,Home & Kitchen,Premium,Reliance,41306
7875,Atque,Electronics,Standard,Puma,53754
7876,Necessitatibus,Fashion,Standard,Samsung,18873
7877,Veritatis,Grocery,Premium,Puma,9068
7878,Voluptas,Grocery,Budget,Local,7649
7879,Ipsam,Home & Kitchen,Budget,Puma,77732
7880,Dolor,Fashion,Budget,Nike,59666
7881,Cum,Beauty,Premium,Tata,26782
7882,Optio,Electronics,Premium,Local,24188
7883,Doloribus,Home & Kitchen,Premium,Local,62052
7884,Officiis,Home & Kitchen,Standard,Puma,74021
7885,Ipsum,Fashion,Budget,Puma,25243
7886,Est,Beauty,Premium,Puma,15397
7887,Delectus,Beauty,Premium,Local,45568
7888,Error,Fashion,Standard,Apple,69814
7889,Fuga,Fashion,Budget,Reliance,38956
7890,Totam,Fashion,Premium,Apple,13517
7891,Nesciunt,Grocery,Budget,Puma,47164
7892,Unde,Fashion,Standard,Local,26024
7893,Atque,Electronics,Budget,Reliance,63988
7894,Illo,Home & Kitchen,Premium,Samsung,38210
7895,Maiores,Grocery,Budget,Tata,6469
